id_cliente,idade,renda_anual,limite_credito,tempo_relacionamento_meses,utilizacao_limite,utilizacao_limite_v2,n_atrasos_12m,canal_aquisicao,regiao,feature_ruido_1,feature_ruido_2,inadimplente
900992,41.6,86304.96,38423.13,1.2,0.1391,0.1255,0,agência,Sudeste,-0.4814,1,0
905397,41.4,46118.43,18359.62,25.1,0.3164,0.2986,1,agência,Sudeste,-0.2931,2,0
905234,58.7,58151.95,15157.46,10.7,0.3455,0.3201,0,app,Sudeste,-0.0901,4,0
905401,30.5,71825.12,27280.25,64.3,0.3143,0.2917,0,app,Sudeste,0.4737,0,0
904065,27.8,64241.39,25365.9,76.8,0.133,0.1091,0,app,Sudeste,-1.2042,0,0
904264,41.4,22696.47,10108.99,188.5,0.259,0.2376,0,app,Sudeste,-2.3569,3,0
902266,31.3,,27433.34,6.2,0.4806,0.4744,1,agência,Sudeste,1.5346,2,0
903184,34.0,40925.13,14760.28,89.6,0.1857,0.1908,0,app,Sudeste,-0.0458,4,0
902033,51.6,45586.67,14015.6,,0.4996,0.4956,0,agência,Sudeste,0.4986,2,0
902962,40.2,90878.14,26286.01,3.6,0.1079,0.1195,0,agência,Sudeste,-0.7249,2,0
900780,63.3,29449.5,12215.74,6.2,0.2742,0.2693,0,app,Norte,0.7706,2,0
901514,54.2,31970.85,6062.1,25.6,0.2883,0.325,1,app,Nordeste,1.1308,0,0
900265,54.5,40204.71,14644.92,27.5,0.1912,0.2332,1,parceria_varejo,Nordeste,0.9316,3,0
903086,56.1,34353.14,14885.77,11.2,0.3392,0.3586,0,agência,Sudeste,0.1519,1,1
900402,46.4,21648.6,8969.3,1.0,0.156,0.174,0,evento_promocional,Sudeste,1.2747,3,0
901568,46.5,35731.07,13364.01,10.0,0.1446,0.1504,1,app,Sudeste,0.1612,3,0
905810,41.6,45045.93,19195.72,25.1,0.3734,0.355,0,app,Sul,0.0235,2,0
902585,51.3,96789.65,39220.19,153.3,0.4343,0.4355,0,app,Nordeste,0.1159,3,0
905180,22.9,32127.06,10018.77,56.8,0.5619,0.5576,0,agência,Nordeste,-0.3789,3,0
904712,26.4,44004.0,18881.24,,0.2756,0.2866,0,agência,Sul,0.6358,3,0
900716,34.6,36661.31,13955.65,9.0,0.241,0.2317,0,agência,Nordeste,-0.09,4,0
905078,52.6,41937.1,12742.24,65.1,0.3106,0.3192,0,agência,Sudeste,0.2538,2,0
902966,50.5,83376.45,36635.97,16.7,0.1908,0.2039,2,app,Sudeste,0.7066,1,0
904218,34.6,68881.49,18355.03,5.4,0.322,0.3173,0,agência,Sudeste,-0.05,4,0
902824,45.5,42548.52,13423.3,53.8,0.323,0.3115,0,app,Sudeste,0.4312,0,0
900898,47.2,72867.34,14207.57,3.5,0.3581,0.3777,0,parceria_varejo,Sul,-1.3056,2,0
902044,48.2,51967.45,16010.0,1.4,0.2764,0.3012,0,agência,Sudeste,-0.5981,3,0
900794,58.3,48292.69,8143.3,22.3,0.3109,0.2904,0,app,Sudeste,0.2323,2,0
905183,56.4,57264.67,14052.54,3.5,0.3206,0.3048,0,app,Sudeste,0.9038,3,0
901525,46.1,82126.05,33941.45,10.4,0.3511,0.3919,0,indicação,Centro-Oeste,0.456,3,0
903843,42.6,17340.97,7313.26,19.4,0.4649,0.4523,0,agência,Sudeste,0.6555,1,0
903903,19.1,26399.92,4228.74,13.6,0.6083,0.5965,2,indicação,Sul,-0.0627,3,0
900575,33.8,22346.4,9945.73,22.2,0.4455,0.4743,0,indicação,Norte,-0.0801,2,0
901906,48.1,83093.1,28214.5,30.0,0.2438,0.2584,0,agência,Centro-Oeste,-0.7362,2,0
900004,24.7,159250.96,55567.34,12.5,0.1558,0.1568,1,app,Sudeste,0.7382,4,0
901722,31.6,26031.53,3907.29,42.9,0.2438,0.2698,1,app,Sudeste,0.1008,1,0
903044,42.2,22329.24,8685.65,61.3,0.286,0.2959,0,indicação,Sul,1.1134,2,0
903192,40.8,,26746.5,7.5,0.1931,0.2179,1,parceria_varejo,Sul,-0.0133,3,0
901521,21.7,22054.4,5406.62,21.7,0.5149,0.5187,0,app,Sul,1.0699,4,0
901783,56.0,110994.12,21886.56,38.1,0.069,0.067,0,app,Sul,-0.7814,2,0
904667,49.4,41057.42,6471.68,1.5,0.2941,0.327,0,app,Norte,0.3385,2,0
905683,39.5,68208.03,20370.26,26.9,0.3157,0.3304,2,agência,Sudeste,-0.1649,3,0
903719,18.1,63947.51,13061.3,71.9,0.4184,0.397,0,agência,Centro-Oeste,-2.6084,2,1
905923,22.3,33098.75,13997.33,47.2,0.3419,0.3561,1,indicação,Sudeste,1.9603,2,0
901529,34.2,56931.72,19671.15,9.9,0.6627,0.6613,0,app,Sul,0.1337,1,0
900352,44.9,43092.21,13686.38,1.3,0.0363,0.0128,2,app,Nordeste,0.3777,1,0
903512,43.2,39951.02,8106.96,22.3,0.5399,0.5365,2,parceria_varejo,Norte,0.3241,1,0
902179,42.6,54722.63,20871.41,6.2,0.3637,0.3488,1,agência,Sudeste,-1.6752,3,0
903892,50.6,30828.6,13045.35,7.5,0.3207,0.3218,0,agência,Sudeste,0.307,1,0
905762,33.6,76842.31,28419.58,69.8,0.1981,0.2099,0,indicação,Sudeste,1.5961,2,0
902372,36.2,87358.06,32213.19,16.8,0.298,0.2796,1,app,Sul,0.2569,2,0
904156,36.5,36160.22,8722.19,20.7,0.3671,0.3853,0,app,Sudeste,0.3136,1,0
900546,45.4,56666.49,24988.44,11.2,0.4963,0.4926,0,app,Nordeste,-0.0902,2,0
902892,49.9,31070.47,6124.09,2.1,0.4391,0.454,0,agência,Sudeste,-0.0748,2,0
905968,52.3,37148.0,15700.37,23.8,0.2254,0.2335,0,agência,Sudeste,-0.2439,0,0
901029,37.2,,3737.28,50.5,0.4285,0.3814,0,app,Sul,0.4503,4,0
903013,31.1,51511.78,11003.97,28.2,0.388,0.3754,0,app,Centro-Oeste,0.5522,4,0
902594,33.4,60150.99,20762.48,65.6,0.2156,0.2138,0,app,Nordeste,0.0042,0,0
904312,31.8,,32972.59,22.5,0.2821,0.2832,0,indicação,Sul,0.5503,4,0
904348,52.3,44801.11,17402.3,21.8,0.0821,0.0745,1,indicação,Sudeste,1.3504,1,0
905891,46.0,30895.59,13494.55,3.8,0.3056,0.2715,1,app,Nordeste,-2.4242,0,0
905573,32.9,55490.65,15135.83,13.4,0.1754,0.2116,0,agência,Sul,-2.5023,2,0
903493,33.9,46935.34,20530.2,32.9,0.2377,0.2391,0,agência,Sul,-0.0575,3,0
901848,29.8,37365.56,16400.61,8.0,0.1888,0.1673,0,agência,Sul,-0.7891,4,0
903032,42.2,49377.05,7885.99,9.7,0.4699,0.4632,0,parceria_varejo,Sul,-0.0125,2,0
903638,40.9,73428.49,14918.25,69.9,0.1548,0.1785,0,agência,Sudeste,0.8672,3,0
901319,55.5,28689.09,9694.54,60.5,0.3719,0.3553,0,agência,Sudeste,1.0074,3,0
901606,27.2,39229.63,17200.11,53.1,0.1379,0.1291,1,agência,Centro-Oeste,0.0259,3,0
902578,30.7,57590.83,11045.76,53.0,0.1817,0.1588,0,agência,Norte,0.5032,1,0
903914,22.1,54710.34,14859.7,19.4,0.2656,0.2608,0,agência,Sudeste,0.3299,0,0
902841,31.5,76326.25,33592.92,13.5,0.4112,0.4104,0,parceria_varejo,Sul,-1.0724,0,0
904815,42.2,25609.09,7575.72,12.0,0.0925,0.0947,2,parceria_varejo,Sudeste,-0.1092,2,0
900933,47.4,67228.61,20233.85,32.8,0.2442,0.245,0,agência,Nordeste,-1.185,1,0
901700,37.3,54339.48,13252.19,46.0,0.2779,0.3029,1,agência,Sul,0.1585,3,0
903305,18.0,,26729.35,24.4,0.2775,0.3056,0,agência,Sudeste,0.8518,4,0
902682,41.6,22528.79,31331.31042378987,49.9,0.2906,0.2987,0,app,Sudeste,-0.8133,3,0
905407,42.5,26071.48,4584.04,29.0,0.5793,0.576,0,agência,Sudeste,-1.8039,0,0
904059,19.4,82332.69,14530.63,10.8,0.6542,0.6568,0,indicação,Nordeste,1.2334,0,1
903862,33.8,54099.84,20723.24,55.6,0.3811,0.3704,0,parceria_varejo,Sudeste,-1.4909,2,0
904024,44.1,62790.4,21747.89,8.1,0.2759,0.2759,1,parceria_varejo,Sul,0.1074,2,0
904074,40.0,46671.8,11940.8,41.3,0.3648,0.3368,0,app,Sul,1.3154,1,0
901692,38.3,57340.94,24717.62,6.0,0.0399,0.0287,0,indicação,Nordeste,-0.2654,0,0
901790,27.9,78678.7,14281.91,27.9,0.5117,0.5323,0,app,Nordeste,0.7256,3,0
900096,44.7,26769.38,5784.39,26.3,0.2628,0.272,0,app,Nordeste,0.3963,0,0
904162,32.0,21562.98,6157.5,78.5,0.2578,0.2217,0,app,Sul,0.0663,0,0
903440,46.9,114522.79,39114.0,12.3,0.2086,0.192,0,indicação,Centro-Oeste,-0.0881,1,0
901571,37.2,124718.52,23579.68,16.2,0.4294,0.4542,1,agência,Sudeste,-0.5682,2,0
902450,46.5,,19407.89,22.1,0.1871,0.2018,0,indicação,Sudeste,0.2864,3,0
902653,40.7,68706.11,24981.93,59.8,0.3201,0.3269,0,app,Sul,-0.0691,3,0
900939,31.9,30924.99,10446.4,,0.2635,0.2982,1,agência,Centro-Oeste,0.0217,0,0
905585,27.5,66955.49,24626.18,34.1,0.0756,0.0908,1,agência,Sul,0.0301,2,0
900333,50.1,50539.22,16108.51,59.5,0.5504,0.5534,0,app,Norte,-0.6036,4,0
904434,34.4,16674.49,2593.66,45.2,0.4851,0.5021,0,agência,Nordeste,0.5489,4,0
900690,28.1,57381.14,15360.51,24.3,0.1398,0.1131,1,app,Sudeste,-0.6768,2,0
902347,45.8,62326.79,25189.03,17.5,0.1922,0.1768,1,indicação,Sul,0.0371,1,0
900854,34.9,80903.53,21364.3,27.5,0.1548,0.1442,0,app,Sudeste,-0.8709,1,0
905945,69.2,25820.56,6297.74,1.7,0.296,0.2919,0,app,Sudeste,-0.6385,0,0
902448,48.5,31948.96,8074.69,46.5,0.5668,0.5945,0,indicação,Sul,-0.7856,1,1
900613,29.2,46263.24,20714.13,24.6,0.4129,0.4179,0,agência,Nordeste,-0.4663,0,0
902574,43.2,71993.38,32266.29,88.0,0.147,0.1726,0,indicação,Sul,-0.8447,4,0
902625,40.7,19573.68,8118.75,1.0,0.2717,0.2666,0,agência,Sudeste,2.6505,0,0
901875,32.1,45854.1,13719.59,1.8,0.2765,0.2861,0,app,Nordeste,-1.0436,1,0
903040,30.5,33682.52,13982.2,145.5,0.5713,0.5494,0,agência,Nordeste,0.3251,2,0
900480,26.8,121406.27,54360.19,37.7,0.1811,0.1701,0,app,Sudeste,-0.718,1,0
900621,18.0,46998.57,17831.74,43.4,0.1803,0.1584,0,app,Norte,1.7453,2,0
905034,51.4,87489.68,36391.24,3.2,0.3755,0.4031,1,app,Sul,1.6345,0,0
905572,34.1,69498.81,14099.62,19.9,0.066,0.0399,0,agência,Norte,1.3516,3,0
900446,36.8,40557.75,12277.54,51.1,0.1949,0.1999,0,indicação,Nordeste,-0.067,2,0
903428,60.2,46294.55,13477.13,154.9,0.3493,0.3951,1,app,Sudeste,-0.91,3,0
903568,37.7,18793.01,3839.85,,0.2211,0.1962,1,agência,Sudeste,0.1928,1,0
902932,42.2,44862.43,7619.18,59.4,0.1742,0.1448,0,agência,Nordeste,0.9835,4,1
904231,39.3,114062.85,26019.19,55.2,0.6179,0.6137,0,agência,Sudeste,1.0863,4,0
905769,33.6,78713.87,33669.46,,0.3667,0.3525,1,app,Nordeste,0.9468,0,0
902983,32.3,63721.72,19595.68,,0.2313,0.2152,2,agência,Sudeste,0.3172,4,0
905503,21.1,48377.39,17579.09,26.4,0.3627,0.3612,0,app,Centro-Oeste,1.2946,3,0
905922,18.7,24871.43,7894.99,10.2,0.1971,0.2012,1,agência,Nordeste,-1.0833,2,0
902913,28.7,41499.58,9711.62,14.7,0.1826,0.1803,0,agência,Nordeste,1.1985,3,0
905289,30.6,72355.92,24534.91,37.1,0.1826,0.1804,0,indicação,Sul,-0.5522,3,0
901934,39.6,33515.79,6533.62,,0.3793,0.3982,0,app,Sul,-0.2789,4,0
900549,47.0,25310.25,10085.34,36.5,0.5718,0.5878,0,agência,Sul,0.6753,2,0
901363,36.7,20536.35,8831.57,105.4,0.1711,0.1722,2,agência,Sudeste,-0.8418,1,0
901958,34.1,48143.3,9649.96,33.2,0.2693,0.3159,0,parceria_varejo,Nordeste,1.0022,4,0
902423,58.7,39254.2,13113.2,19.2,0.2224,0.2086,1,agência,Nordeste,0.2583,2,0
902972,37.5,143703.73,23023.09,56.5,0.114,0.1209,2,app,Centro-Oeste,0.3582,2,0
903000,30.5,40665.82,15956.81,18.6,0.4226,0.4351,0,app,Sul,0.4816,1,0
902624,36.7,70531.87,21651.23,14.0,0.2461,0.2428,0,app,Norte,-1.3134,2,0
905615,25.2,61683.44,27057.26,22.1,0.3112,0.314,0,app,Sudeste,-0.9046,0,0
901411,33.1,38839.23,11041.93,22.5,0.246,0.2775,0,agência,Nordeste,-0.0383,4,0
902672,38.7,22142.33,5870.74,6.1,0.2662,0.2762,0,agência,Norte,-0.7395,0,0
903524,34.8,15354.86,5649.21,7.5,0.4563,0.4298,0,indicação,Norte,-0.3405,3,0
902590,30.2,20848.9,4492.78,34.6,0.1226,0.1241,1,agência,Nordeste,0.4309,3,0
904979,41.4,140642.07,60765.28,14.3,0.2932,0.2929,0,agência,Sudeste,-1.1458,4,0
905174,41.7,40614.28,16218.05,46.2,0.6541,0.6376,0,app,Sudeste,1.4198,1,0
905998,30.9,24562.78,9408.07,1.0,0.4253,0.4116,1,agência,Nordeste,0.2176,0,0
904698,58.6,39243.69,11883.06,5.2,0.2128,0.1974,0,agência,Sudeste,0.0021,1,0
905724,30.1,47045.66,12410.39,60.4,0.2369,0.2504,0,indicação,Sudeste,0.0843,1,0
900298,35.4,44033.9,18043.94,24.3,0.2533,0.2636,0,agência,Sudeste,-0.0582,3,0
902293,23.6,60041.36,10922.28,8.2,0.2901,0.3069,0,app,Sudeste,0.2591,4,0
902212,56.9,32243.22,11227.87,31.3,0.1208,0.102,0,agência,Sudeste,-1.3115,2,0
905601,23.6,46658.35,7341.17,2.4,0.4893,0.5097,0,agência,Nordeste,-0.2904,1,0
900728,43.2,35653.44,75965.2022701392,15.0,0.2044,0.1773,0,agência,Nordeste,-0.5708,2,0
903753,36.2,60067.58,15369.34,59.9,0.4481,0.4513,1,app,Nordeste,0.4463,3,0
903757,35.1,69972.57,11426.94,42.0,0.5016,0.4919,2,app,Sudeste,-0.3509,3,0
902421,46.9,45010.09,8638.1,97.9,0.2423,0.2594,2,agência,Centro-Oeste,-1.3699,3,0
902518,36.0,56644.8,17605.0,22.4,0.2875,0.2917,0,parceria_varejo,Nordeste,-0.113,3,0
902844,22.4,104473.26,40770.48,45.7,0.2205,0.2242,0,app,Sudeste,-1.9486,2,0
903947,40.5,97062.28,24956.28,99.4,0.2242,0.2043,0,agência,Sudeste,0.1429,1,0
901916,47.3,74834.0,19281.92,5.6,0.6794,0.692,0,agência,Sudeste,-0.3904,0,0
900036,35.6,36973.59,14250.02,40.2,0.2412,0.2015,0,parceria_varejo,Sul,-0.6769,2,0
900806,35.2,82583.36,36118.79,14.5,0.2802,0.2885,0,app,Nordeste,2.1231,2,0
905126,58.6,28433.65,9553.23,14.4,0.4686,0.4451,1,parceria_varejo,Sudeste,0.3574,2,0
904977,35.2,18729.37,7372.95,9.5,0.0657,0.035,0,indicação,Sudeste,-0.6126,1,0
901624,42.2,36053.8,14969.66,43.7,0.1414,0.1353,1,app,Nordeste,0.119,3,0
904754,46.9,79323.67,29891.1,74.6,0.0757,0.0907,0,agência,Nordeste,-1.4266,1,0
903381,23.9,31549.46,4884.89,3.7,0.4586,0.5042,0,app,Sudeste,-1.4036,0,0
900031,44.7,,7742.07,8.8,0.548,0.5442,1,app,Nordeste,2.2934,3,0
901596,49.2,46430.86,13328.2,45.1,0.2434,0.2315,0,app,Sudeste,0.7942,2,0
901386,37.8,36649.51,12243.88,39.0,0.1953,0.218,0,agência,Nordeste,-0.4154,3,0
904237,32.4,36210.23,7746.9,7.7,0.2187,0.2135,0,agência,Nordeste,-2.7235,3,0
903688,60.1,,11510.03,11.7,0.4142,0.4079,0,agência,Sul,0.9126,2,0
904632,32.6,46042.9,18520.94,93.0,0.0367,0.0492,0,app,Sudeste,-0.5377,0,0
905125,42.1,33369.73,7710.5,14.2,0.1574,0.1678,1,app,Sudeste,-0.2015,0,0
904593,25.7,36892.55,10575.89,40.3,0.4016,0.4127,0,app,Norte,0.3726,0,0
901197,38.2,89584.89,19709.44,50.5,0.3204,0.3233,1,agência,Nordeste,-0.6616,3,0
901391,51.3,19542.94,7853.43,12.8,0.3649,0.349,0,app,Sudeste,-0.171,4,0
900896,47.2,45208.92,11194.86,12.1,0.3559,0.3732,0,agência,Nordeste,0.7839,0,0
901523,29.7,80011.58,28481.32,145.6,0.0577,0.0467,1,indicação,Nordeste,0.5969,3,0
901766,32.9,93786.31,34335.19,,0.3862,0.4065,0,agência,Centro-Oeste,0.8114,3,0
903443,41.8,62855.03,11677.07,28.7,0.3834,0.3981,0,indicação,Sudeste,0.4302,1,0
903025,44.4,30845.59,10127.44,,0.1199,0.087,0,agência,Nordeste,-0.0973,3,0
903594,45.3,11331.84,4924.35,28.9,0.0936,0.1015,0,app,Sul,0.0197,0,0
905457,48.4,38594.31,11460.44,91.5,0.2473,0.2584,0,agência,Nordeste,-0.5724,4,0
903053,33.4,32521.52,9096.58,18.3,0.3111,0.3,0,agência,Sudeste,0.7198,0,0
903826,24.6,88551.81,19550.58,43.7,0.2582,0.2607,0,app,Sudeste,0.962,0,0
905130,49.6,29999.75,11326.31,3.5,0.3512,0.3693,0,app,Sudeste,1.0273,2,0
902334,46.9,98813.64,21417.9,26.8,0.4475,0.4292,1,app,Nordeste,1.7377,0,0
901367,27.5,50080.62,14320.32,,0.4718,0.4624,0,app,Centro-Oeste,1.5614,3,0
904951,46.4,31946.64,7385.35,87.9,0.1568,0.1537,2,app,Sudeste,0.9121,2,0
903228,37.0,27896.41,5268.05,15.5,0.4041,0.421,1,agência,Sudeste,0.7773,0,0
900567,56.4,68658.27,25057.56,119.7,0.6668,0.6935,0,app,Sudeste,-1.1205,3,0
902229,39.0,56535.31,14691.58,5.8,0.0483,0.0531,1,agência,Sudeste,-0.0833,4,0
903009,43.3,99670.29,30475.61,49.9,0.2296,0.2344,0,agência,Sudeste,0.1773,1,0
905544,30.5,,9771.77,108.2,0.5071,0.5009,0,app,Nordeste,-0.1282,1,0
901855,40.1,39424.7,11191.73,2.7,0.507,0.4983,0,agência,Sudeste,-2.1861,3,0
902998,66.3,,21469.45,67.9,0.2563,0.2755,0,app,Norte,-0.3742,1,0
900666,26.3,58970.65,21534.44,35.4,0.4061,0.4018,0,app,Sudeste,-0.7843,2,0
903735,50.7,57904.48,24463.62,14.7,0.5861,0.5751,1,parceria_varejo,Sudeste,0.3233,0,0
905236,38.4,47558.05,11498.99,54.0,0.1364,0.1548,1,parceria_varejo,Nordeste,-0.644,1,0
904026,48.2,69639.51,21246.18,38.3,0.3186,0.3075,1,agência,Sudeste,1.61,3,0
903427,54.4,40957.64,14686.39,25.7,0.1665,0.1813,2,agência,Sudeste,0.9292,3,0
903182,40.0,57193.06,14830.68,24.0,0.1341,0.1363,0,agência,Norte,-1.267,2,0
904068,45.8,26288.67,6576.92,10.5,0.2437,0.2262,1,parceria_varejo,Norte,-1.4307,1,0
905016,49.0,42270.19,17545.59,1.4,0.4131,0.3812,0,parceria_varejo,Centro-Oeste,-0.2328,4,1
900295,44.6,22815.75,8960.73,45.8,0.3099,0.2654,2,app,Centro-Oeste,-0.2168,0,0
902242,47.5,,4052.09,9.7,0.0826,0.0833,0,agência,Sudeste,-0.0066,3,0
902036,41.2,40186.43,8324.31,33.8,0.0769,0.0679,1,app,Sudeste,-1.0847,2,0
904902,39.1,44412.31,19829.53,51.0,0.2064,0.224,0,indicação,Nordeste,-0.5781,1,0
905502,25.7,96984.09,17453.76,1.1,0.5659,0.5522,1,app,Sul,-0.4492,1,0
901804,42.4,30478.68,7537.7,15.6,0.3127,0.3213,0,indicação,Nordeste,-0.3219,2,0
902580,38.0,33328.95,7912.28,67.9,0.1234,0.1138,2,parceria_varejo,Sudeste,0.5874,2,0
901270,54.8,68346.47,15316.21,3.1,0.3706,0.3693,0,agência,Sul,-0.4052,1,0
904643,32.8,79972.52,31956.4,69.0,0.3804,0.3734,1,app,Sul,1.4759,3,0
902323,38.9,31805.04,6040.54,114.5,0.5139,0.511,0,agência,Norte,0.9305,0,0
904436,43.7,29340.29,11636.01,3.5,0.1474,0.1367,0,indicação,Sudeste,-1.0267,4,0
903870,20.8,56256.18,17223.46,33.4,0.3393,0.3377,0,app,Sudeste,1.6856,2,0
900378,32.5,31431.59,6064.53,1.0,0.3884,0.4437,0,indicação,Sudeste,-0.0465,0,0
902268,47.4,73825.46,28631.13,13.9,0.178,0.1771,1,app,Sul,-0.5431,4,0
902385,42.3,27346.13,12227.32,42.3,0.2153,0.2516,1,app,Centro-Oeste,-1.6307,3,1
900829,48.1,115131.19,43252.05,18.0,0.1544,0.1285,2,app,Centro-Oeste,-1.3126,2,0
904506,38.2,30707.07,13051.17,75.0,0.062,0.0801,1,indicação,Sudeste,1.0941,2,0
901460,18.0,19373.81,2930.85,6.1,0.2015,0.1682,0,agência,Nordeste,-0.0949,0,0
900453,44.2,99141.08,15469.54,20.3,0.1689,0.1614,1,agência,Sudeste,-1.0641,3,0
904922,44.7,52036.59,20730.09,1.1,0.4297,0.416,0,indicação,Sul,-0.4328,2,0
903728,36.4,47116.33,8838.74,49.4,0.3315,0.3361,0,app,Sudeste,1.4825,4,0
904358,45.2,123093.36,32962.68,1.0,0.5009,0.5069,0,agência,Sudeste,-1.1117,4,0
900291,34.4,59546.86,22312.16,57.2,0.1122,0.0913,0,app,Norte,0.8074,3,0
905878,22.1,30195.11,11220.41,72.0,0.6618,0.6567,0,agência,Nordeste,-0.3932,0,0
900841,44.0,9313.52,3713.79,63.5,0.0714,0.0599,0,app,Sul,1.2749,2,0
901961,55.3,84833.29,17231.34,2.7,0.1401,0.1365,0,indicação,Norte,0.995,3,0
901749,35.7,50407.36,15441.6,26.3,0.0996,0.0683,0,app,Sul,-1.1745,0,0
905105,39.5,46836.78,7548.91,7.1,0.4486,0.4651,1,agência,Centro-Oeste,-1.6364,4,0
901259,60.2,67175.38,10461.87,1.0,0.3291,0.3133,1,agência,Nordeste,0.3445,4,0
904798,39.4,51095.56,8321.85,20.3,0.3152,0.3095,1,app,Nordeste,-0.1267,0,0
901815,44.6,82826.77,16327.31,8.3,0.3676,0.3818,0,indicação,Sudeste,0.1641,1,0
903658,42.1,44212.25,15316.59,105.8,0.1094,0.1231,1,app,Nordeste,-1.2549,3,0
900862,36.4,33904.86,5227.91,1.1,0.3746,0.3468,1,parceria_varejo,Nordeste,0.8582,4,0
903711,43.3,35109.27,6270.21,1.0,0.1459,0.1724,1,indicação,Sudeste,0.2381,4,0
902986,28.1,72690.45,26956.59,22.4,0.0742,0.0706,0,agência,Centro-Oeste,-0.6384,0,0
900598,46.2,112454.37,21678.4,8.4,0.2863,0.2876,0,agência,Sudeste,1.0712,4,0
903567,64.3,31256.03,8417.95,120.6,0.0333,0.0526,1,agência,Sudeste,-0.1703,4,0
903817,40.5,64862.96,14279.92,,0.1015,0.0914,1,app,Sul,0.5697,2,0
901865,26.6,167517.18,309607.1242238567,10.4,0.143,0.127,1,app,Norte,0.682,2,0
903733,45.5,64902.83,27840.81,8.9,0.2434,0.2415,0,parceria_varejo,Sudeste,2.5028,0,0
901216,44.5,19819.35,4276.01,7.4,0.5756,0.609,0,app,Nordeste,-0.2082,4,0
904597,41.2,32562.01,9259.65,15.7,0.4008,0.4279,1,app,Norte,-1.2489,2,0
900866,45.5,15183.63,2688.72,25.4,0.3193,0.3031,0,parceria_varejo,Nordeste,-1.1425,0,0
903121,46.1,60148.82,25770.06,52.9,0.167,0.166,0,agência,Sudeste,0.6503,1,0
900038,53.3,42441.21,6507.62,39.5,0.1992,0.1837,0,agência,Sudeste,1.7359,2,0
900158,40.4,54494.31,9471.16,34.9,0.1597,0.1705,0,app,Sudeste,0.4965,2,0
904273,56.6,12775.86,3165.32,96.5,0.2183,0.2229,1,app,Nordeste,0.9901,3,0
905205,35.6,74584.17,23085.24,16.4,0.3883,0.3717,1,evento_promocional,Norte,-0.7227,3,0
903027,42.3,90532.6,32408.74,8.8,0.2652,0.2664,1,indicação,Sudeste,0.8887,0,0
903563,47.2,69513.85,24137.54,20.5,0.1847,0.2077,0,indicação,Sul,1.601,2,0
905006,42.1,78247.47,13123.3,14.7,0.1844,0.1956,0,app,Norte,0.9599,0,0
905645,48.3,42920.96,13099.0,,0.2297,0.229,0,agência,Sudeste,0.3285,0,0
903166,59.4,61183.73,27388.14,89.3,0.1509,0.1728,0,indicação,Nordeste,0.228,1,0
904298,36.1,19851.29,4000.67,46.9,0.4519,0.4647,2,agência,Centro-Oeste,0.9279,0,0
904855,42.9,57982.23,13454.35,35.9,0.178,0.1648,0,agência,Nordeste,1.6346,0,0
902239,46.2,69323.46,10837.37,3.7,0.0976,0.0748,0,app,Centro-Oeste,0.4422,2,0
904921,41.7,39195.39,12324.46,60.0,0.0758,0.0816,0,agência,Nordeste,0.1023,4,0
903332,36.0,48657.92,19434.24,47.5,0.3758,0.3258,0,parceria_varejo,Sudeste,-0.0645,4,0
904806,35.8,24559.06,9334.95,72.8,0.5183,0.5262,0,app,Sul,-0.5862,4,0
902831,44.8,31790.05,5174.84,49.6,0.0975,0.1249,0,agência,Sul,0.06,2,0
901223,18.5,34086.2,13409.75,64.5,0.147,0.1308,0,agência,Nordeste,-0.7285,2,0
902407,31.9,70733.37,19984.96,15.8,0.4869,0.5198,0,agência,Sudeste,-0.8414,3,0
900064,35.0,83403.51,36221.06,40.7,0.5031,0.5273,1,agência,Sul,-1.1296,0,0
902124,34.7,95890.29,20929.68,106.9,0.5149,0.5142,0,agência,Sudeste,-0.79,1,0
901741,43.7,40265.68,16287.59,20.8,0.2904,0.2391,1,app,Norte,1.1721,0,0
902615,53.7,75560.03,27461.61,25.5,0.3219,0.3481,1,app,Norte,-0.1287,3,0
901593,29.0,65014.47,19889.54,4.3,0.1606,0.1892,0,parceria_varejo,Centro-Oeste,0.5894,0,0
901573,40.1,37113.21,15821.91,7.8,0.0853,0.065,0,app,Sudeste,-1.1926,2,0
901763,48.7,74087.73,18272.23,139.2,0.0352,0.0842,2,app,Norte,0.4898,1,0
901272,51.8,64471.71,18394.71,,0.4488,0.4318,0,indicação,Sudeste,0.3657,2,0
901377,34.7,,14158.06,20.6,0.3275,0.3141,1,app,Sudeste,0.0803,3,0
902429,64.2,20166.13,8414.15,11.5,0.4048,0.4221,0,app,Sul,0.0019,3,0
904392,30.0,68536.16,11888.75,269.0,0.1756,0.1805,1,app,Sudeste,1.1248,0,0
901433,18.0,44264.13,12407.57,,0.2416,0.2342,0,app,Sudeste,0.7843,2,0
904767,39.3,41535.77,7379.19,6.0,0.3498,0.3646,1,evento_promocional,Sudeste,0.6438,2,0
900635,35.7,44641.62,8865.71,18.0,0.5706,0.5456,1,agência,Sudeste,0.2157,2,1
902357,57.7,62175.24,9947.59,1.2,0.3981,0.4061,0,indicação,Norte,-1.2937,3,0
901789,57.0,42744.08,9244.81,,0.2991,0.2941,0,app,Sudeste,-0.1566,4,0
901696,38.3,84122.48,26695.89,40.9,0.1592,0.1137,0,agência,Nordeste,-0.8678,3,0
904449,42.5,82676.84,14547.5,5.7,0.1043,0.0992,0,indicação,Sul,0.3104,2,0
