id_apolice,area_construida_m2,area_construida_m2_v2,idade_imovel_anos,valor_imovel,distancia_corpo_bombeiros_km,n_sinistros_anteriores,tipo_imovel,regiao,feature_ruido_1,feature_ruido_2,custo_sinistro
50933,111.0,109.5,3.2,325129.46,10.81,0,apartamento,Sudeste,1.0424,0,80.94
51700,39.3,39.0,5.5,109093.43,0.2,1,casa,Sudeste,0.0553,3,1070.56
53305,237.6,240.5,13.7,863045.3,8.47,2,sobrado,Sul,-0.8483,1,5919.03
52682,101.2,101.9,26.1,383698.38,0.36,0,kitnet,Sudeste,-1.1972,3,1244.44
55407,161.5,163.4,12.8,694166.56,11.62,0,casa,Nordeste,-0.6103,0,703.46
54059,94.8,97.3,15.8,274853.26,1.09,1,casa,Centro-Oeste,-0.0361,2,786.68
53862,206.3,206.0,2.7,893224.15,9.41,1,kitnet,Sul,-0.9416,0,643.28
54024,74.1,75.8,34.0,256247.88,8.71,2,kitnet,Sul,0.7441,0,2655.35
54074,94.3,92.8,7.9,275346.02,1.48,0,sobrado,Sudeste,1.2554,2,172.23
51692,82.2,81.7,18.0,329857.49,5.26,0,sobrado,Sudeste,0.0783,2,343.53
51790,123.2,126.0,3.2,415479.82,4.21,1,casa,Nordeste,-1.1435,0,535.38
50096,164.2,164.1,4.4,591521.51,5.43,0,casa,Sul,-0.5196,2,233.09
54162,259.7,261.7,15.8,775286.87,1.95,0,apartamento,Nordeste,-1.0836,3,166.63
53440,285.9,280.5,0.2,1009003.81,9.95,0,apartamento,Sul,0.3786,1,30.0
51571,136.2,137.6,9.3,498234.89,2.48,0,apartamento,Centro-Oeste,0.6016,1,443.33
52450,356.1,358.5,27.7,1686830.93,0.72,1,casa,Sul,-0.1822,3,782.34
52653,65.6,63.7,7.5,302142.22,2.44,0,apartamento,Sudeste,0.4281,3,282.29
50939,70.5,69.4,11.8,185727.58,3.01,0,sobrado,Sudeste,1.7985,3,150.47
55585,193.4,191.2,19.6,720634.44,5.19,0,apartamento,Sul,0.5907,1,190.24
50333,110.1,111.3,14.5,2560533.32,7.76,0,casa,Sudeste,-0.2476,0,276.86
54434,132.5,128.8,40.3,643173.47,16.27,0,casa,Nordeste,-0.4838,2,1101.52
50690,35.1,34.5,7.4,90183.61,6.91,1,apartamento,Nordeste,0.6109,0,1108.87
52347,86.8,86.5,10.7,379891.53,2.89,1,apartamento,Sul,-2.0848,1,2561.7
50854,79.3,79.8,3.4,356614.13,4.06,1,casa,Centro-Oeste,2.053,1,1020.26
55945,125.8,122.6,2.1,413123.81,0.33,0,apartamento,Sudeste,0.3961,2,122.15
52448,78.8,78.4,2.7,361717.39,2.22,2,apartamento,Sudeste,-0.0837,0,2046.08
50613,202.3,198.8,30.3,692905.34,0.33,0,casa,Sul,0.6265,0,548.41
52574,70.7,71.0,4.5,318993.53,20.76,1,casa,Sul,-0.7093,3,752.95
52625,75.4,77.3,6.1,315341.2,4.05,2,casa,Sudeste,0.8317,2,1722.57
51875,117.0,114.9,5.4,448638.59,21.54,0,casa,Sudeste,-0.2114,2,58.84
53040,183.2,178.9,5.3,480562.68,9.41,2,apartamento,Centro-Oeste,-1.193,1,3469.44
50480,166.0,162.3,36.2,547501.7,13.9,2,apartamento,Sudeste,-1.5054,1,1907.15
50621,109.7,112.1,2.0,481830.69,11.65,1,apartamento,Sudeste,-0.1043,1,607.75
55034,243.1,242.6,8.1,628249.46,3.91,0,apartamento,Sudeste,-0.4022,3,178.14
55572,102.8,103.0,3.4,411646.74,1.1,0,casa,Sudeste,-0.3179,0,90.1
50446,115.5,115.2,2.5,420885.24,31.32,1,apartamento,Sudeste,-0.803,2,407.04
53428,153.8,155.7,19.4,343779.84,11.51,0,casa,Sudeste,-0.5911,3,345.8
53568,192.5,197.1,24.9,687232.52,0.44,1,apartamento,Nordeste,0.518,0,2656.85
52932,90.5,92.4,16.7,312370.01,1.48,1,apartamento,Sudeste,0.4291,1,800.1
54231,47.6,47.4,,146674.43,1.17,0,apartamento,Nordeste,-0.7726,1,558.98
55769,98.7,97.6,36.6,404427.17,2.57,0,casa,Norte,1.4762,2,1017.24
52983,128.4,130.8,,421148.23,3.28,0,casa,Sudeste,-0.305,3,247.49
55503,113.2,112.7,,345043.73,2.03,0,kitnet,Sudeste,1.1239,3,990.03
55922,134.2,135.7,6.1,567628.83,8.72,0,sobrado,Nordeste,-0.013,0,108.61
52913,57.7,57.9,30.1,178384.96,,0,cobertura_duplex,Sudeste,0.1376,2,887.59
55289,93.9,95.0,5.3,280712.09,,0,apartamento,Centro-Oeste,2.1088,1,42.8
51934,91.5,92.7,21.5,429050.13,5.74,1,sobrado,Nordeste,-2.0397,2,1371.48
50549,136.6,135.6,6.5,603939.33,,2,apartamento,Sudeste,-0.4271,2,2844.09
51363,60.5,59.8,11.0,222049.48,11.45,0,casa,Sudeste,-0.919,3,232.89
51958,92.7,89.9,17.3,313019.64,,0,casa,Norte,0.8331,3,470.51
52423,92.7,91.6,7.5,328936.3,0.73,0,kitnet,Nordeste,-0.2179,3,237.62
52972,61.6,62.3,5.1,147931.52,4.91,0,apartamento,Sul,1.9759,3,130.05
53000,101.8,99.3,6.7,353429.26,10.39,0,apartamento,Sudeste,-0.2424,2,171.22
52624,43.9,44.2,3.5,194050.07,10.49,1,apartamento,Nordeste,-1.9245,3,353.37
55615,177.0,178.6,9.5,531525.78,3.4,0,sobrado,Sudeste,0.3956,1,204.4
51411,114.2,115.3,38.5,591956.25,5.47,0,casa,Sudeste,0.3285,3,846.0
52672,94.0,94.7,5.3,354781.13,0.38,2,apartamento,Nordeste,-0.5697,2,1589.51
53524,209.0,210.5,1.3,847748.8,1.82,0,casa,Centro-Oeste,-0.1284,3,92.06
52590,105.1,104.0,4.0,532487.64,1.04,0,casa,Sudeste,1.5618,2,85.48
54979,138.7,138.9,5.4,440804.28,0.48,1,sobrado,Centro-Oeste,0.3534,2,992.23
55174,115.6,118.6,8.7,342853.57,12.5,0,casa,Sudeste,-0.0673,1,209.89
55998,109.6,107.1,,423112.71,7.29,0,sobrado,Sudeste,-0.4142,0,163.66
54698,176.3,171.7,19.0,569785.46,16.69,0,sobrado,Sudeste,0.0997,1,1126.95
55724,160.6,157.0,1.9,590332.48,6.31,0,casa,Sudeste,0.9217,3,88.32
50298,150.9,147.4,26.0,623874.36,2.47,0,casa,Sudeste,-0.1997,1,400.97
52293,287.4,295.7,8.3,869959.12,2.28,0,casa,Sudeste,-1.4173,0,77.56
52212,186.9,188.4,21.7,628415.19,3.73,1,casa,Sudeste,1.0079,0,591.85
55601,52.1,52.8,13.1,203049.73,2.97,1,apartamento,Centro-Oeste,-1.1074,0,1389.51
50728,217.8,215.9,81.7,705358.98,17.04,0,casa,Sudeste,0.6978,0,992.64
53753,111.6,111.6,1.5,374654.79,3.4,0,apartamento,Sudeste,1.0986,3,77.38
53757,100.0,102.8,14.9,3108958.71,12.28,0,sobrado,Sudeste,-1.6593,0,582.25
52421,140.0,137.5,14.1,447334.79,0.39,0,casa,Sudeste,-0.4454,3,226.81
52518,133.1,134.7,13.8,499557.31,16.41,0,casa,Nordeste,-0.1335,1,184.5
52844,181.4,176.1,9.8,799376.08,0.9,0,casa,Sudeste,0.0473,2,183.0
53947,78.3,79.9,4.6,372809.47,1.49,1,sobrado,Norte,0.843,3,1004.28
51916,61.2,62.3,5.5,182031.79,2.83,0,apartamento,Sul,0.8733,3,124.19
50036,158.0,155.5,7.7,480974.32,2.82,2,apartamento,Sul,-1.2962,2,12415.54
50806,90.5,92.5,1.6,337918.11,2.7,1,casa,Sudeste,-0.1674,3,940.51
55126,131.4,130.6,22.7,761968.63,4.5,0,sobrado,Sudeste,-1.2968,2,246.35
54977,78.1,76.8,12.2,262669.08,4.01,1,casa,Centro-Oeste,-1.0467,3,1219.3
51624,143.4,144.9,0.5,558763.28,12.33,1,casa,Sul,-1.1451,1,1233.06
54754,66.1,64.9,4.8,253457.58,2.35,0,apartamento,Nordeste,-1.5408,0,137.8
53381,121.5,121.8,10.2,523773.8,9.23,0,sobrado,Sul,0.7324,1,174.55
50031,106.4,107.8,16.4,437196.43,9.79,0,apartamento,Sul,-0.3021,0,542.41
51596,155.6,159.0,15.3,633947.82,13.41,0,sobrado,Nordeste,-1.6266,2,274.29
51386,118.9,118.6,28.1,345378.06,4.6,1,apartamento,Sudeste,0.7951,2,786.53
54237,115.1,118.3,3.6,453921.33,20.21,0,casa,Sul,0.2903,2,69.82
53688,38.3,38.5,1.6,163744.29,17.19,0,apartamento,Sul,0.7311,2,33.08
54632,90.1,90.8,7.3,436066.86,2.23,0,casa,Sudeste,-0.2182,0,208.96
55125,98.4,95.5,4.7,310853.35,0.2,0,apartamento,Sudeste,0.1521,1,258.01
54593,88.8,86.5,8.8,293305.37,10.74,0,casa,Sudeste,2.3768,0,206.29
51197,172.8,172.3,22.1,685197.67,2.21,0,apartamento,Sul,2.0784,3,346.16
51391,119.4,120.5,15.0,468199.3,9.39,1,apartamento,Sul,-0.7974,2,669.27
50896,81.8,83.1,12.4,289466.05,4.0,1,casa,Sudeste,-0.4681,3,1176.0
51523,186.8,186.9,10.5,770753.52,2.2,1,casa,Sudeste,1.0913,1,734.92
51766,140.0,143.3,9.8,497866.35,7.33,0,casa,Sudeste,-1.5933,2,73.65
53443,128.1,126.9,7.5,715574.03,0.29,0,casa,Sul,-0.6863,0,509.15
53025,106.1,107.3,18.1,387335.2,3.14,0,casa,Centro-Oeste,0.9891,1,301.42
53594,128.8,128.0,,463250.08,0.42,1,casa,Sudeste,2.3609,1,764.02
55457,107.2,105.6,1.4,398064.53,0.98,1,apartamento,Sudeste,-0.4502,1,1190.38
53053,223.5,221.0,16.5,982489.41,5.0,0,apartamento,Sudeste,-0.4561,3,533.06
53826,119.7,123.2,7.2,442662.23,4.24,1,sobrado,Sudeste,1.0437,0,521.85
55130,116.2,117.6,0.8,476365.06,2.23,0,apartamento,Centro-Oeste,2.2841,1,98.42
52334,100.0,102.6,9.6,460549.89,4.57,0,sobrado,Sudeste,-0.7575,0,148.83
51367,149.7,147.2,60.5,614006.87,2.65,0,sobrado,Sudeste,-1.0756,1,1157.12
54951,131.7,130.0,19.3,371660.89,2.5,0,casa,Sudeste,-1.7521,2,475.73
53228,113.8,110.8,4.9,403316.08,0.32,0,apartamento,Nordeste,1.4715,0,123.47
50567,79.3,78.1,17.1,291088.13,4.13,0,casa,Nordeste,-0.0868,1,438.93
52229,70.5,70.0,15.8,173941.74,4.17,2,kitnet,Nordeste,-0.2224,3,4189.99
53009,266.4,268.3,25.0,465198.96,0.25,1,apartamento,Sudeste,-0.4986,3,995.7
55544,177.3,176.7,54.0,589095.31,4.16,0,casa,Nordeste,0.3418,3,1396.82
51855,73.3,72.7,2.8,278535.14,9.62,0,apartamento,Nordeste,-1.4339,1,70.76
52998,216.3,210.2,3.9,893185.11,3.39,1,sobrado,Sudeste,0.583,3,1106.66
50666,105.2,102.5,13.2,463125.66,0.88,0,apartamento,Norte,0.4888,3,200.73
53735,105.3,104.6,20.6,561504.54,10.24,0,apartamento,Norte,-0.5771,1,351.49
55236,116.5,118.6,14.6,415290.11,1.14,0,sobrado,Sul,1.179,3,703.15
54026,126.2,129.4,15.4,361587.45,8.2,0,casa,Sul,1.2772,3,374.58
53427,112.6,111.9,12.2,294415.83,3.41,0,sobrado,Nordeste,0.1214,1,470.74
53182,99.0,98.0,17.7,374900.72,7.75,0,casa,Norte,-0.657,0,676.83
54068,142.4,139.7,6.1,560311.58,1.39,1,apartamento,Sudeste,-0.9904,0,344.42
55016,57.1,56.2,23.1,167362.34,1.81,0,apartamento,Norte,0.3417,0,173.62
50295,184.6,179.3,33.0,608680.94,16.24,1,casa,Centro-Oeste,-0.8909,0,1553.32
52242,157.9,153.8,3.8,644999.18,0.89,0,casa,Sudeste,0.5209,3,139.12
52036,176.5,178.6,33.9,823281.02,1.69,1,apartamento,Sul,-1.0818,3,926.69
54902,134.9,138.3,14.2,504619.32,1.22,0,casa,Sudeste,-0.1174,0,816.5
55502,36.2,36.7,24.7,139892.34,4.18,0,kitnet,Centro-Oeste,0.209,3,457.79
51804,55.2,54.1,,199951.45,23.93,0,casa,Nordeste,1.339,0,560.88
52580,122.9,119.3,5.7,547475.33,0.42,0,apartamento,Nordeste,0.0622,1,255.58
51270,188.4,187.4,23.7,558531.6,1.42,1,apartamento,Nordeste,-0.4128,0,748.2
54643,62.3,62.5,27.1,204562.46,2.57,0,casa,Centro-Oeste,0.9523,3,468.02
52323,56.5,55.1,10.8,259889.92,0.2,1,sobrado,Sudeste,1.3586,2,1224.47
54436,91.4,91.6,4.2,486297.91,4.77,0,casa,Sul,-0.0779,0,172.54
53870,101.5,102.9,44.3,453472.69,7.37,1,sobrado,Centro-Oeste,-0.5851,1,682.2
50378,288.3,280.1,5.4,1014883.85,11.56,0,casa,Sul,0.4964,3,69.45
52268,94.8,94.9,,448539.9,14.74,1,sobrado,Nordeste,0.2715,2,2841.21
52385,48.7,49.4,22.5,176014.96,12.27,0,apartamento,Sul,-0.9811,3,399.72
50829,54.8,56.0,15.9,223395.55,4.52,0,apartamento,Sudeste,-0.6674,0,214.66
54506,57.9,57.1,2.3,208999.59,11.81,0,apartamento,Sul,-0.4917,2,60.59
51460,82.6,82.1,6.0,364936.77,3.15,0,kitnet,Sul,-0.7159,1,165.37
50453,122.3,123.7,3.4,283303.3,1.04,0,apartamento,Sudeste,-0.1973,2,170.44
54922,57.4,57.6,28.6,267355.05,15.04,1,apartamento,Sudeste,-0.3442,1,859.57
53728,157.3,158.9,31.0,454608.37,12.34,1,casa,Nordeste,0.7413,1,1285.78
54358,119.2,122.4,15.7,376007.51,4.36,0,casa,Sudeste,-1.2846,2,275.15
50291,141.2,143.1,7.7,659082.34,4.04,0,apartamento,Sudeste,-1.0418,2,175.98
55878,58.7,57.4,80.9,210695.46,9.47,0,casa,Sudeste,-0.0755,3,1668.48
50841,164.3,164.1,26.9,443087.1,1.69,0,apartamento,Nordeste,-0.3879,3,850.4
51961,91.6,90.3,15.5,467960.42,1.71,0,casa,Norte,-0.5526,3,523.86
51749,173.3,174.6,,797350.55,7.29,1,casa,Sul,0.8484,0,1557.1
55105,222.7,224.1,32.2,1032300.79,1.82,0,apartamento,Norte,0.4952,3,358.97
51259,35.0,34.2,3.4,140458.98,2.42,0,casa,Sul,1.159,0,141.16
54798,146.2,150.1,55.0,428130.84,7.24,0,apartamento,Norte,1.405,1,1252.26
51815,76.7,76.3,38.5,353451.49,0.86,0,casa,Sudeste,-0.9088,0,895.28
53658,129.1,126.2,,467931.12,14.21,0,casa,Centro-Oeste,-0.6111,1,85.51
50862,155.4,151.2,1.8,457747.05,6.87,0,apartamento,Centro-Oeste,-2.4468,1,55.67
53711,142.9,144.2,21.9,564124.91,17.51,1,sobrado,Nordeste,-0.0604,1,1453.49
52986,131.8,135.0,29.3,411320.59,5.37,0,apartamento,Sudeste,0.0541,2,533.4
50598,174.0,170.8,24.1,621402.69,3.2,1,casa,Sul,0.2881,1,1689.66
53567,111.6,111.5,,382146.42,1.39,2,sobrado,Sul,-1.4098,0,3368.83
53817,30.0,30.0,0.2,135824.64,5.18,0,apartamento,Sudeste,-0.5819,2,59.12
51865,67.8,69.7,8.3,180905.84,0.25,0,kitnet,Sul,0.1579,0,222.04
53733,149.8,150.5,21.8,575668.94,0.99,0,kitnet,Norte,-0.4239,2,989.57
51216,125.9,126.0,1.1,310356.05,15.24,0,sobrado,Nordeste,-1.3824,3,30.0
54597,101.7,98.9,2.1,367780.79,21.92,0,apartamento,Centro-Oeste,-2.2909,1,30.0
50866,30.0,30.2,15.2,146737.05,16.7,0,sobrado,Norte,0.4358,3,241.52
53121,79.6,78.9,20.5,406930.21,1.17,0,casa,Sudeste,0.1172,0,411.05
50038,219.8,219.9,38.4,805201.35,13.98,2,apartamento,Centro-Oeste,-0.3633,1,7575.08
50158,79.8,78.6,0.4,287613.19,0.44,0,apartamento,Sudeste,-1.3601,2,52.57
54273,96.9,94.5,11.1,265172.79,10.86,0,apartamento,Sudeste,-0.5306,3,233.01
55205,84.1,82.9,0.6,278566.13,1.51,0,apartamento,Sudeste,-1.3153,2,104.89
53027,106.0,105.8,8.2,497797.42,12.02,0,sobrado,Sudeste,-0.3848,0,163.13
53563,161.5,163.8,13.5,592119.12,6.43,1,casa,Sul,-1.6799,2,547.33
55006,85.0,86.0,26.6,315018.77,2.1,1,casa,Nordeste,-0.2287,1,913.26
55645,140.0,141.9,13.8,381234.31,2.81,1,sobrado,Sudeste,0.4975,1,1455.51
53166,56.9,56.7,4.6,221102.16,8.03,0,apartamento,Sul,1.398,2,70.16
54298,223.8,217.2,31.4,836084.85,5.54,0,sobrado,Sudeste,-2.284,1,302.7
54855,165.7,168.9,1.6,406990.79,15.55,0,casa,Sudeste,-0.5447,0,61.18
52239,94.9,92.1,,235348.74,17.53,0,apartamento,Centro-Oeste,0.7308,0,237.1
54921,125.7,125.7,0.3,504920.48,6.76,0,apartamento,Nordeste,-2.4083,0,32.91
53332,165.9,161.8,17.7,514044.3,1.14,0,casa,Sudeste,-0.3439,0,176.33
54806,83.0,84.6,5.7,301859.86,0.2,0,casa,Sudeste,-1.1014,3,203.68
52831,190.7,188.8,7.2,837407.35,10.87,0,casa,Norte,0.9881,0,247.63
51223,131.2,129.1,2.4,461821.3,7.33,0,casa,Nordeste,-0.6403,1,49.35
52407,269.7,266.1,3.9,857951.57,8.71,1,sobrado,Sudeste,0.3345,2,1309.8
50064,164.0,167.3,3.9,546787.83,20.18,0,casa,Sudeste,0.379,3,42.13
52124,30.0,29.3,0.8,120916.95,1.69,0,apartamento,Sudeste,-0.166,1,32.5
51741,43.1,44.0,40.0,168678.37,4.94,0,casa,Sudeste,0.6121,3,505.87
52615,171.1,172.1,22.8,691302.56,0.47,1,apartamento,Norte,0.9522,3,609.66
51593,115.0,116.8,0.6,346391.9,32.52,0,apartamento,Centro-Oeste,-1.0726,1,30.0
51573,135.0,135.1,1.4,575512.54,4.77,0,casa,Sudeste,1.6663,2,111.24
51763,256.9,257.9,19.0,930790.94,4.41,0,casa,Norte,-0.5844,0,311.5
51272,67.4,68.3,10.4,286854.3,11.31,0,casa,Nordeste,-1.8629,0,77.68
51377,137.0,136.0,11.5,456759.98,5.76,0,kitnet,Sudeste,0.2345,2,132.85
52429,98.2,100.7,52.4,441286.98,1.29,0,apartamento,Nordeste,-1.0081,1,1160.04
54392,126.0,123.0,7.4,507085.62,3.3,0,sobrado,Nordeste,-0.9178,3,733.9
51433,148.1,147.3,15.4,554466.14,4.91,0,casa,Sudeste,0.2094,0,566.67
54767,168.3,167.9,1.7,524880.04,2.66,1,apartamento,Sul,-0.3287,2,415.74
50635,73.6,73.0,5.2,239765.19,2.72,0,kitnet,Sudeste,0.8314,1,300.73
52357,97.2,94.9,36.2,239010.66,2.28,1,sobrado,Sudeste,1.1659,1,901.21
51789,116.2,115.4,21.6,514136.36,31.8,0,casa,Nordeste,0.0764,2,186.79
51696,105.0,104.7,9.1,364240.19,4.3,0,casa,Centro-Oeste,2.4824,1,114.23
54449,123.1,121.1,5.2,556443.64,9.06,1,apartamento,Sudeste,0.5457,0,890.43
51816,173.3,170.9,49.6,597976.14,1.53,0,sobrado,Sudeste,-1.1393,3,634.94
54603,128.4,128.2,3.4,542989.7,4.01,2,apartamento,Sul,-1.5697,2,2432.74
50491,74.0,76.1,8.6,256813.84,14.29,0,casa,Nordeste,1.1177,3,50.49
50192,92.9,91.3,7.1,278333.22,1.26,1,sobrado,Sul,0.8682,3,1628.55
52058,158.3,156.0,21.2,532633.93,16.78,0,casa,Sudeste,0.1333,2,463.66
55866,130.6,127.8,2.0,377291.67,1.64,1,casa,Sudeste,-1.3488,3,936.02
53925,119.0,119.7,3.3,457659.19,1.83,1,casa,Sul,-1.0819,3,1038.8
53895,129.5,129.8,31.9,477705.25,3.91,0,apartamento,Sudeste,-0.0552,3,508.0
51003,74.9,76.6,18.0,260396.51,3.02,0,casa,Nordeste,0.5596,0,192.86
50463,82.5,83.1,10.9,309998.69,14.56,0,casa,Sudeste,0.7786,0,127.22
50541,30.0,30.5,1.9,125643.47,11.18,0,casa,Sudeste,-0.8885,3,78.19
51547,254.3,260.6,12.9,1046772.14,22.15,0,apartamento,Sudeste,-1.2476,2,201.55
53497,83.1,83.7,3.0,259039.32,0.45,0,casa,Sudeste,2.1543,3,190.57
52133,72.4,71.2,9.3,313903.58,0.73,0,sobrado,Nordeste,-0.1688,3,250.03
55168,94.5,93.0,15.6,394469.47,19.63,0,apartamento,Norte,1.1669,2,457.29
53816,118.3,120.4,34.4,378927.58,5.44,1,casa,Sudeste,-1.0469,0,2038.52
53718,150.0,153.9,6.1,568914.8,8.2,0,casa,Sudeste,-1.5375,1,61.29
54219,49.8,50.0,5.9,224239.74,3.2,0,casa,Sudeste,-2.6858,3,160.32
53112,132.0,135.8,14.8,511944.61,9.01,0,sobrado,Sudeste,-2.0887,2,145.92
55845,76.8,77.5,1.5,174348.76,2.5,0,kitnet,Sudeste,0.4753,0,58.51
50899,137.8,136.4,19.0,504604.01,0.97,0,casa,Sul,0.3699,3,545.3
54750,228.4,222.6,2.2,858088.29,3.63,0,sobrado,Centro-Oeste,-0.9043,3,198.07
54425,178.7,176.0,12.2,316783.57,6.78,0,casa,Sul,0.5182,1,222.08
54739,44.6,45.2,7.1,115701.25,18.13,0,apartamento,Nordeste,-0.3328,2,71.69
54778,157.4,158.6,22.3,790042.15,7.13,0,apartamento,Sudeste,0.2178,1,551.48
52655,200.0,197.9,2.9,1017941.51,2.94,0,casa,Nordeste,-1.0991,2,41.76
53338,182.3,180.2,6.4,579163.62,5.25,0,casa,Sudeste,0.9608,3,88.04
51203,94.9,96.1,36.3,273559.51,16.57,0,apartamento,Nordeste,-0.8144,0,1054.51
54493,121.2,118.2,3.8,467099.72,0.56,0,apartamento,Nordeste,0.955,0,103.25
52847,143.7,147.9,1.7,532377.39,,0,casa,Sudeste,1.2352,3,118.6
51261,295.1,299.9,3.2,762227.67,1.09,0,apartamento,Nordeste,1.2261,1,105.49
55942,199.8,198.2,7.8,681302.71,26.84,1,apartamento,Sudeste,-1.3955,1,1368.93
55437,61.6,62.9,15.0,233635.32,1.22,0,casa,Sudeste,-0.0085,2,169.81
53410,205.4,210.7,40.4,593504.67,19.88,0,kitnet,Sudeste,0.0207,3,446.65
53667,124.2,123.6,5.7,494986.42,4.8,0,apartamento,Sul,-0.4772,0,176.33
54054,98.0,100.8,1.9,354714.85,14.35,0,casa,Norte,-0.8426,0,31.98
51087,103.8,105.0,0.1,476166.18,14.77,0,casa,Sudeste,-0.5442,3,30.0
54764,35.8,36.5,,58181.15,11.63,0,casa,Sudeste,2.6122,2,93.38
50218,116.9,116.4,15.1,544882.77,11.55,0,kitnet,Centro-Oeste,-0.4546,1,102.87
51828,102.0,103.4,5.0,503967.25,2.23,0,apartamento,Centro-Oeste,0.4454,2,171.65
53583,166.3,167.2,2.8,560910.83,10.23,0,apartamento,Sudeste,-0.206,2,45.92
54995,128.8,132.6,5.0,601946.23,1.83,1,apartamento,Sul,-0.4275,0,380.3
54952,98.9,97.9,9.9,388352.91,1.18,0,casa,Sul,1.1588,3,146.86
53856,159.9,160.6,2.1,494771.07,1.64,0,casa,Sudeste,-0.3657,2,164.92
53254,167.0,164.3,5.9,785786.53,9.9,3,apartamento,Sudeste,-0.2936,2,12748.62
52717,96.5,94.3,8.7,364461.52,0.21,0,cobertura_duplex,Nordeste,-0.6969,1,118.46
50763,193.0,198.2,37.8,591741.76,2.08,0,apartamento,Nordeste,0.4804,2,2035.76
54719,77.3,76.6,17.9,307122.08,6.57,0,casa,Sul,-2.408,2,265.93
54668,134.2,134.2,,314177.09,1.07,0,casa,Sudeste,0.1278,1,124.88
51642,181.6,177.2,9.1,747785.71,1.92,0,apartamento,Sudeste,-1.5125,1,219.02
55018,87.5,86.6,35.6,264968.2,0.2,0,sobrado,Sudeste,0.1284,2,702.24
52080,143.1,144.2,2.5,522999.02,1.97,0,apartamento,Sudeste,0.8275,2,75.21
54127,273.3,272.0,8.3,960391.34,7.49,0,apartamento,Sul,-0.4592,1,107.66
51461,114.3,116.4,4.0,394818.55,5.32,0,apartamento,Sul,1.3364,0,52.3
53541,126.8,127.0,1.3,479463.94,6.3,0,sobrado,Sul,1.1131,3,69.29
51013,133.4,131.8,1.3,508777.14,4.36,2,sobrado,Sudeste,0.209,1,6578.76
54833,54.6,55.4,16.6,220067.82,4.53,2,casa,Sudeste,-0.3089,2,2715.46
53411,94.3,95.6,6.7,294983.47,0.3,0,kitnet,Sul,1.6152,3,161.27
52664,63.8,63.0,18.9,238396.6,8.91,0,kitnet,Centro-Oeste,-0.5295,3,283.01
53414,92.0,91.6,31.9,341001.22,11.05,1,sobrado,Sudeste,-1.669,1,835.37
50428,191.1,193.7,10.3,745941.35,9.08,2,sobrado,Sudeste,0.2724,0,2545.73
50891,140.1,139.3,10.9,537137.38,4.22,1,apartamento,Sudeste,-0.5664,3,910.07
53060,111.8,115.0,4.1,394425.1,11.38,0,apartamento,Nordeste,1.4884,3,135.52
52228,189.5,193.4,53.0,657670.94,5.31,0,casa,Nordeste,1.3059,0,1229.92
50727,215.0,221.4,27.0,1032889.7,5.31,0,apartamento,Sudeste,1.0526,2,617.23
51837,97.3,95.8,1.5,432515.83,4.87,0,apartamento,Norte,0.9805,3,49.72
55846,78.6,77.9,13.6,434630.16,1.4,0,casa,Nordeste,-1.5675,2,274.19
55450,142.4,145.1,86.2,442070.11,3.42,1,casa,Sudeste,0.0766,0,3624.64
51986,65.2,65.6,34.9,272424.42,1.88,0,apartamento,Norte,1.3534,3,1436.57
53196,82.8,83.7,41.3,398071.64,1.17,0,casa,Sudeste,-1.1302,3,1252.22
54169,125.2,124.3,0.6,587790.51,0.58,0,kitnet,Sudeste,-0.0241,1,99.26
54894,124.9,122.1,33.3,469868.38,2.76,0,kitnet,Sudeste,-0.544,2,502.03
53939,170.7,170.7,10.4,694404.64,7.12,1,sobrado,Norte,0.4486,2,898.82
50242,70.1,68.7,27.9,185709.59,0.82,0,apartamento,Nordeste,-1.1335,2,479.74
54105,162.9,162.1,13.2,455322.07,3.29,0,apartamento,Nordeste,0.653,3,253.12
54832,69.9,69.1,4.6,282347.52,7.31,0,casa,Nordeste,1.063,2,62.84
53006,75.3,77.1,,184606.71,0.34,0,casa,Sudeste,-1.0611,3,520.62
54945,189.8,189.4,3.8,450596.49,7.91,0,kitnet,Norte,0.1453,1,149.83
50651,179.7,182.2,13.3,703801.32,0.4,0,apartamento,Norte,-0.6419,0,581.3
52081,156.6,156.6,7.2,539945.73,0.34,1,casa,Centro-Oeste,-0.706,2,1119.65
55859,207.2,203.2,15.9,780280.86,0.57,1,kitnet,Sudeste,0.7619,2,939.44
50799,38.0,38.9,18.0,154802.12,9.08,0,casa,Sudeste,0.4935,3,254.74
52060,163.4,161.5,13.2,575692.43,27.29,1,casa,Sul,-0.0291,3,1091.55
54121,161.6,160.9,25.2,628012.56,0.2,0,casa,Sudeste,-1.3848,3,254.61
51043,73.1,71.1,1.1,121560.39,4.28,1,apartamento,Sul,0.6229,2,511.36
53357,94.1,94.1,1.0,379995.39,,0,apartamento,Centro-Oeste,1.1394,0,84.82
50562,162.7,158.3,2.6,575789.67,1.32,1,apartamento,Sudeste,-0.561,0,790.48
50095,109.2,106.3,14.3,368720.56,5.67,0,apartamento,Centro-Oeste,-0.1291,3,215.73
53712,30.0,29.9,6.3,94164.44,3.13,1,casa,Norte,-0.5964,2,1407.25
51050,99.3,99.0,,364554.24,19.84,1,casa,Sudeste,1.2936,1,566.83
53573,34.2,34.6,16.4,148038.44,7.22,0,sobrado,Sul,0.6351,2,446.18
